;,EXPERIMENTAL,,,,,,,,,,,,,,
;,Class Name,Number,,,,,,,No. of Crew,Rig,Spinnaker,Number,Change from 2013,,Notes
PY,ALTO,912,,,,,,,2,S,A,912,,,
PY,CHERUB,920,,,,,,,2,S,A,920,,,
PY,ICON,969,,,,,,,2,S,0,969,,,
PY,INTERNATIONAL 14,780,,,,,,,2,S,A,780,,,
PY,MOTH INTERNATIONAL ,590,,,,,,,1,U,0,590,-10,,FOILING
;,,,,,,,,,,,,,,,
;,RYA PN List - Keel,,,,,,,,,,,,,,
PY,Class Name,Number,,,,,,,No. of Crew ,Rig,Spinnaker,Number,Change from 2013, Races,Notes
PY,2.4,1248,,,,,,,1,S,0,1248,-2,169,
PY,CORK 1720,836,,,,,,,,S,A,836,,154,
PY,FLYING FIFTEEN,1017,,,,,,,2,S,C,1017,-3,3153,
PY,K1,1064,,,,,,,1,S,0,1064,2,623,
PY,K6,906,,,,,,,2,S,A,906,3,334,
PY,SQUIB,1142,,,,,,,2,S,C,1142,,352,
;,,,,,,,,,,,,,,,
;,RYA PN List - Multi,,,,,,,,,,,,,,
;,"For any catamaran classes that do not appear on this list but that have a published SCHRS number on http://www.schrs.com/ratings.php it is possible to use a conversion factor of 675 as agreed between the Portsmouth Yardstick Group and SCHRS Technical Committee. To convert from SCHRS to PY, simply multiply the SCHRS number by 675 e.g:             Tornado = 0.939(SCHRS) x 675 = 634 (PY)                                                                                                               If using the conversion factor please return results to http://www.pys.org.uk using the correct class designation",,,,,,,,,,,,,,
;,Class Name,Number,,,,,,,No. of Crew ,Rig,Spinnaker,Number,Change from 2013,Races,Notes
PY,A CLASS,681,,,,,,,1,U,0,681,,49,
PY,CHALLENGER,1154,,,,,,,1,U,0,1154,-20,132,
PY,DART 16,910,,,,,,,2,S,0,910,,190,NON SPINNAKER
PY,DART 18,805,,,,,,,2,S,0,805,,837,
PY,FORMULA 18,693,,,,,,,2,S,A,693,,393,
PY,HURRICANE 5.9,699,,,,,,,2,S,A,699,,173,SX CONFIG
PY,SPITFIRE,709,,,,,,,2,S,A,709,,433,
PY,SPRINT 15 ,933,,,,,,,1,U,0,933,15,1269,FORMERLY DART 15
PY,SPRINT 15 SPORT ,860,,,,,,,1,S,0,860,,336,FORMERLY DART 15 
;,,,,,,,,,,,,,,,
;,"The RYA would like to thank the following clubs which submitted a PY return in 2013. Without these returns the RYA would not be able to publish a PN list. If your club is not on the list, please help the RYA by ensuring your club submits a return at the end of the 2014 season. ",,,,,,,,,,,,,,
;,ABBEY SAILING CLUB,CHIPSTEAD SAILING CLUB,GREAT YARMOUTH AND GORLESTON SAILING CLUB  (GYGSC),,LOCH ARD SAILING CLUB,,SPINNAKER,,,,,,,,
;,ABERDEEN AND STONEHAVEN YACHT CLUB,COOKHAM REACH SC,HAMPTON PIER YACHT CLUB,,LOCH RYAN SAILING CLUB,,STRAND ON THE GREEN SAILING CLUB,,,,,,,,
;,ALDEBURGH YACHT CLUB,DABCHICKS SAILING CLUB,HAYLING ISLAND SAILING CLUB,,LOCH VENACHAR SAILING CLUB,,THE NOTTINGHAM SAILING CLUB,,,,,,,,
;,BEAVER SC,DORCHESTER SC,HERTFORD COUNTY YACHT CLUB,,MARCONI SAILING CLUB,,TODDBROOK SAILING CLUB,,,,,,,,
;,BECCLES AMATEUR SAILING CLUB,DOVEY YACHT CLUB,HILL HEAD SAILING CLUB,,PORTCHESTER SAILING CLUB,,WAVENEY AND OULTON BROAD YACHT CLUB,,,,,,,,
;,BRADFORD ON AVON SAILING CLUB,EAST DOWN YACHT CLUB,KIELDER WATER SAILING CLUB,,RICKMANSWORTH SAILING CLUB,,WELTON SAILING CLUB,,,,,,,,
;,CAM SAILING CLUB,ELY SAILING CLUB,KING GEORGE SAILING CLUB,,SHIREHAMPTON SAILING CLUB,,WEST KIRBY SAILING CLUB,,,,,,,,
;,CHEW VALLEY LAKE SAILING CLUB,FISHERROW YACHT CLUB,LARGO BAY SAILING CLUB,,SOUTH STAFFORDSHIRE SAILING CLUB,,YARMOUTH SAILING CLUB,,,,,,,,
;,,,,,,,,,,,,,,,
;,The RYA would like to further thank the following clubs for submitting a return via the PY Online website (pys.org.uk),,,,,,,,,,,,,,
;, ALDEBURGH YC, CROSBY SC, LANCING SC,, REDOUBT SC,, SWANAGE SC,,,,,,,,
;, ALDENHAM SC, DATCHET SC, LARGS SC,, RIPON SC,, TAMWORTH SC,,,,,,,,
;, ARDLEIGH SCS, DELPH, LEIGH & LOWTON SC,, ROTHERAM SC,, TANKERTON BAY SC,,,,,,,,
;, ATTENBOROUGH SC, DITTISHAM SC, LERWICK BOATING CLUB,, ROYAL FINDHORN YC,, TATA STEEL SC,,,,,,,,
;, BALA SC, DOWNS SC, LILLIPUT SC,, ROYAL YORKSHIRE YC,, TENBY SC,,,,,,,,
;, BARTLEY SC, DRAYCOTE SC, LITTLETON SC,, RUDYARD LAKE SC,, THORNBURY ,,,,,,,,
;, BLACKPOOL AND FLEETWOOD YC, EAST LOTHIAN YC, LLANGORSE SC,, RUTLAND SC,, TONBRIDGE TOWN SC,,,,,,,,
;, BLACKWATERS SC, ELTON SC, LOCKS SC,, SAILING ASSOCIATION MAR MENOR,, TWICKENHAM YC,,,,,,,,
;, BLITHFIELD SC, EMBERTON PARK SC, LYME REGIS SC,, SCALING DAM SC,, ULLSWATER YC,,,,,,,,
;, BOLTON SC, EMSWORTH SC, LYMINGTON TOWN SC,, SEAFARERS SC,, UP RIVER YC,,,,,,,,
;, BOSHAM SC, EXE SC, MAIDENHEAD SC,, SEVERN SC,, WARSASH SC,,,,,,,,
;, BOWMOOR, FILEY SC, NETLEY SC,, SHEARWATER SC,, WEST KIRBY SC,,,,,,,,
;, BRIGHTLINGSEA SC, FRAMPTON ON SEVERN SC, NORTH HERTS AND EAST BEDS SC,, SHOREHAM SC,, WEST OXFORD SC,,,,,,,,
;, BROADSTAIRS SC, FRENSHAM POND SC, NORTHAMPTON,, SHOTWICK LAKE SC,, WEST RIDING SC,,,,,,,,
;, BROADWATER SC, GRAFHAM WATER SAILING CLUB, OXFORD SC,, SHUSTOKE SC,, WEST WITTERING SC,,,,,,,,
;, BUDWORTH SC, GURNARD SC, NORTHAMPTON,, SILVERWING SC,, WESTON SC,,,,,,,,
;, BURGHFIELD SC, HASTINGS AND ST LEONARDS SC, OXFORD SC,, SNETTISHAM BEACH SC,, WEYMOUTH SC ,,,,,,,,
;, CARLINGFORD LOUGH YC, HICKLING BROAD SC, PAPERCOURT SC,, SOUTH BANK SC,, WHITEFRIARS SC ,,,,,,,,
;, CHESTER SAILING AND CANOEING CLUB, HOLLOWELL SC, PETERFIELD SC,, SOUTH SHIELDS SC,, WILSONIAN SC,,,,,,,,
;, CHICHESTER YC, HORNSEA SC, POOLE YC,, SOUTHPORT SC,, YEADON SC,,,,,,,,
;, CLEVEDON SC, HUNTS SC, PORTHPEAN SC,, ST CATHERINES SC,, YORKSHIRE DALES SC,,,,,,,,
;, CLYDE DINGHY SECTION, HURST CASTLE SC, PORTISHEAD YC,, STARCROSS YC,,,,,,,,,,
;, COMBS SC , HYKEHAM SC, QUEEN MARY,, STAUNTON HAROLD SC,,,,,,,,,,
;, COTSWOLD SC, ISLAND BARN RESERVOIR, REDESMERE SC,, STEWARTBY WATER SPORTS SC,,,,,,,,,,
